"RA" "DEC" "PSFMAG_R"
14.4498957032701 -0.16626438977726 17
14.4433334849416 -0.16275670444352 17
14.4367439091274 -0.159300664804014 17
14.4301273823342 -0.155896484168102 17
14.4234843127368 -0.152544372645856 17
14.4168151101532 -0.14924453713503 17
14.410120186019 -0.14599718130819 17
14.4033999533625 -0.142802505600124 17
14.396654826779 -0.139660707195313 17
14.3898852224047 -0.136571980015914 17
14.3830915578917 -0.133536514709593 17
14.3762742523818 -0.130554498637539 17
14.3694337264807 -0.127626115863184 17
14.3625704022321 -0.124751547140522 17
14.3556847030913 -0.121930969902964 17
14.3487770538996 -0.119164558252392 17
14.3418478808574 -0.116452482948312 17
14.3348976114982 -0.113794911397136 17
14.3279266746622 -0.111192007642084 17
14.3209355004696 -0.108643932352646 17
14.3139245202942 -0.106150842814939 17
14.3068941667365 -0.103712892921758 17
14.2998448735972 -0.101330233162921 17
14.29277707585 -0.0990030106162358 17
14.2856912096153 -0.0967313689381041 17
14.2785877121324 -0.0945154483548184 17
14.2714670217332 -0.0923553856535738 17
14.2643295778146 -0.090251314174321 17
14.2571758208115 -0.0882033638011585 17
14.2500061921695 -0.0862116609545205 17
14.2428211343176 -0.0842763285830416 17
14.2356210906407 -0.0823974861562793 17
14.2284065054525 -0.080575249657135 17
14.2211778239675 -0.0788097315745286 17
14.2139354922737 -0.0771010408964872 17
14.206679957305 -0.0754492831036179 17
14.1994116668135 -0.0738545601620727 17
14.1921310693417 -0.0723169705177705 17
14.1848386141948 -0.0708366090896378 17
14.1775347514128 -0.0694135672645727 17
14.1702199317427 -0.0680479328907287 17
14.1628946066105 -0.0667397902730076 17
14.1555592280934 -0.0654892201671866 17
14.1482142488914 -0.0642962997752002 17
14.1408601222999 -0.0631611027404653 17
14.1334973021809 -0.0620836991427326 17
14.1261262429354 -0.0610641554944736 17
14.1187473994751 -0.0601025347361978 17
14.111361227194 -0.0591988962326653 17
14.1039681819404 -0.0583532957696798 17
14.0965687199889 -0.0575657855494166 17
14.0891632980113 -0.0568364141889888 17
14.0817523730493 -0.0561652267153737 17
14.0743364024854 -0.0555522645646742 17
14.0669158440151 -0.0549975655775254 17
14.059491155618 -0.0545011639989503 17
14.0520627955299 -0.0540630904736821 17
14.0446312222142 -0.0536833720460929 17
14.0371968943333 -0.0533620321586324 17
14.0297602707206 -0.053099090649026 17
14.0223218103517 -0.0528945637504999 17
14.0148819723159 -0.052748464088697 17
14.0074412157881 -0.0526608006832195 17
